"host_identity_verified","neighbourhood_group","neighbourhood","lat","long","country","country_code","instant_bookable","cancellation_policy","room_type","Construction_year","price","service_fee","minimum_nights","number_of_reviews","last_review","reviews_per_month","review_rate_number","calculated_host_listings_count","availability_365"
"verified","Brooklyn","Bedford-Stuyvesant",40.69356,-73.94537,"United States","US",FALSE,"moderate","Private room",2018,512,102,2,16,"6/17/2019",2.17,2,4,3
"unconfirmed","Manhattan","Midtown",40.75693,-73.96583,"United States","US",TRUE,"moderate","Entire home/apt",2012,155,31,30,3,"4/30/2019",0.41,3,1,161
"verified","Manhattan","Harlem",40.8242,-73.9537,"United States","US",FALSE,"flexible","Entire home/apt",2014,1076,215,2,4,"12/16/2018",0.53,2,1,0
"unconfirmed","Brooklyn","Greenpoint",40.73031,-73.95742,"United States","US",FALSE,"flexible","Entire home/apt",2014,1032,206,1,0,NA,NA,5,33,364
"unconfirmed","Brooklyn","Crown Heights",40.66844,-73.95857,"United States","US",FALSE,"moderate","Shared room",2017,424,85,2,0,NA,NA,3,1,0
"verified","Brooklyn","Bedford-Stuyvesant",40.68446,-73.95182,"United States","US",TRUE,"strict","Entire home/apt",2009,970,194,3,14,"5/25/2019",1.88,3,2,0
"unconfirmed","Bronx","Fieldston",40.89466,-73.89735,"United States","US",TRUE,"strict","Shared room",2006,704,141,1,8,"7/6/2019",1.26,2,2,241
"verified","Queens","Astoria",40.77036,-73.92191,"United States","US",FALSE,"flexible","Entire home/apt",2006,948,190,3,2,"5/6/2019",0.27,3,1,0
"unconfirmed","Manhattan","Upper West Side",40.77355,-73.99084,"United States","US",TRUE,"strict","Entire home/apt",2010,530,106,4,1,"1/1/2019",0.16,2,1,0
"verified","Manhattan","Chinatown",40.71508,-73.9975,"United States","US",TRUE,"flexible","Private room",2015,997,199,1,33,"6/23/2019",4.52,5,2,0
"verified","Manhattan","Gramercy",40.73619,-73.98307,"United States","US",FALSE,"flexible","Entire home/apt",2021,476,95,1,14,"4/23/2019",1.92,3,2,0
"verified","Brooklyn","Crown Heights",40.67299,-73.95804,"United States","US",FALSE,"moderate","Entire home/apt",2014,132,26,4,1,"1/1/2019",0.16,5,1,0
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.6891,-73.95596,"United States","US",TRUE,"flexible","Private room",2011,230,46,2,23,"6/21/2019",3.59,5,1,323
"unconfirmed","Brooklyn","Crown Heights",40.67536,-73.94237,"United States","US",FALSE,"strict","Entire home/apt",2015,231,46,2,2,"1/2/2019",0.27,3,2,0
"unconfirmed","Brooklyn","Greenpoint",40.7227,-73.93691,"United States","US",FALSE,"moderate","Private room",2013,749,150,1,14,"6/3/2019",1.92,2,5,137
"unconfirmed","Manhattan","Murray Hill",40.74957,-73.97683,"United States","US",FALSE,"strict","Entire home/apt",2012,1038,208,30,1,"6/13/2019",1,2,50,332
"unconfirmed","Manhattan","East Harlem",40.80909,-73.93726,"United States","US",TRUE,"flexible","Private room",2009,814,163,30,0,NA,NA,4,1,358
"verified","Manhattan","Murray Hill",40.74839,-73.97556,"United States","US",TRUE,"strict","Entire home/apt",2004,615,123,30,0,NA,NA,4,50,365
"verified","Manhattan","Harlem",40.82982,-73.94661,"United States","US",TRUE,"flexible","Private room",2017,1054,211,1,1,"1/1/2019",0.16,3,6,41
"verified","Manhattan","Washington Heights",40.8375,-73.94182,"United States","US",TRUE,"moderate","Entire home/apt",2010,783,157,1,2,"1/7/2019",0.31,3,1,0
"verified","Manhattan","Nolita",40.72154,-73.99727,"United States","US",FALSE,"strict","Entire home/apt",2015,964,193,4,3,"5/28/2019",0.48,2,1,97
"unconfirmed","Brooklyn","Bushwick",40.69412,-73.9062,"United States","US",TRUE,"strict","Private room",2007,607,121,3,8,"7/4/2019",1.06,2,3,67
"unconfirmed","Manhattan","Chelsea",40.74079,-74.00383,"United States","US",FALSE,"strict","Entire home/apt",2010,71,14,3,4,"6/28/2019",0.63,3,1,49
"unconfirmed","Brooklyn","Fort Greene",40.688,-73.97185,"United States","US",TRUE,"strict","Entire home/apt",2015,501,100,3,2,"5/12/2019",0.32,5,1,107
"unconfirmed","Manhattan","Financial District",40.70636,-74.0096,"United States","US",TRUE,"strict","Entire home/apt",2014,166,33,7,14,"6/7/2019",1.98,4,2,305
"verified","Queens","St. Albans",40.68739,-73.76598,"United States","US",FALSE,"moderate","Entire home/apt",2012,1016,203,1,63,"6/30/2019",8.44,2,1,8
"verified","Brooklyn","Williamsburg",40.70795,-73.94307,"United States","US",FALSE,"moderate","Entire home/apt",2004,752,150,3,0,NA,NA,5,1,0
"verified","Manhattan","Harlem",40.81112,-73.94289,"United States","US",TRUE,"flexible","Private room",2016,191,38,3,2,"2/7/2019",0.32,3,1,0
"unconfirmed","Manhattan","Nolita",40.72249,-73.99406,"United States","US",TRUE,"flexible","Entire home/apt",2008,460,92,3,14,"5/19/2019",1.98,5,1,0
"verified","Queens","Douglaston",40.75466,-73.72924,"United States","US",FALSE,"moderate","Entire home/apt",2014,701,140,5,14,"6/17/2019",1.94,4,1,143
"unconfirmed","Manhattan","Hell's Kitchen",40.76481,-73.9922,"United States","US",FALSE,"flexible","Entire home/apt",2016,1129,226,4,6,"6/12/2019",0.92,2,1,43
"unconfirmed","Bronx","Claremont Village",40.83499,-73.91003,"United States","US",FALSE,"strict","Private room",2006,595,119,3,19,"6/3/2019",2.59,4,1,109
"verified","Brooklyn","East Flatbush",40.65867,-73.92953,"United States","US",TRUE,"flexible","Entire home/apt",2012,169,34,1,0,NA,NA,2,3,87
"verified","Brooklyn","Bedford-Stuyvesant",40.6877,-73.93146,"United States","US",FALSE,"flexible","Private room",2015,844,169,30,2,"5/11/2019",0.47,2,27,353
"unconfirmed","Manhattan","Washington Heights",40.83815,-73.94385,"United States","US",FALSE,"strict","Private room",2005,318,64,3,23,"7/1/2019",3,3,1,129
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.68765,-73.93208,"United States","US",TRUE,"moderate","Private room",2016,1153,231,30,1,"6/16/2019",1,3,27,339
"unconfirmed","Manhattan","Hell's Kitchen",40.76207,-73.98935,"United States","US",TRUE,"moderate","Entire home/apt",2007,892,178,1,51,"7/5/2019",7.5,3,1,25
"verified","Manhattan","Hell's Kitchen",40.76802,-73.9906,"United States","US",FALSE,"moderate","Private room",2007,588,118,2,5,"6/23/2019",0.71,5,1,78
"unconfirmed","Queens","Ditmars Steinway",40.77269,-73.90626,"United States","US",FALSE,"strict","Entire home/apt",2021,563,113,14,1,"1/7/2019",0.16,5,2,19
"unconfirmed","Manhattan","East Harlem",40.78721,-73.94131,"United States","US",FALSE,"flexible","Private room",2015,720,144,1,1,"11/26/2018",0.13,4,1,0
"verified","Brooklyn","East Flatbush",40.64574,-73.94675,"United States","US",FALSE,"strict","Private room",2021,152,30,1,46,"7/5/2019",6.03,2,2,34
"verified","Brooklyn","Clinton Hill",40.69205,-73.96646,"United States","US",FALSE,"moderate","Entire home/apt",2004,1006,201,2,41,"7/1/2019",5.42,3,1,60
"unconfirmed","Queens","Astoria",40.75978,-73.91748,"United States","US",FALSE,"strict","Private room",2008,342,68,7,1,"12/17/2018",0.15,2,1,8
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.69176,-73.95396,"United States","US",FALSE,"strict","Entire home/apt",2011,511,102,3,22,"6/24/2019",3.07,2,1,16
"unconfirmed","Manhattan","Midtown",40.75876,-73.96153,"United States","US",TRUE,"moderate","Entire home/apt",2012,336,67,1,0,NA,NA,2,1,51
"verified","Brooklyn","Sheepshead Bay",40.59099,-73.94856,"United States","US",FALSE,"strict","Private room",2021,447,89,1,56,"7/3/2019",7.24,2,3,48
"unconfirmed","Manhattan","Chelsea",40.74172,-73.99937,"United States","US",TRUE,"strict","Private room",2012,906,181,5,0,NA,NA,3,1,5
"unconfirmed","Manhattan","Midtown",40.75199,-73.9725,"United States","US",TRUE,"flexible","Entire home/apt",2012,1139,228,3,17,"5/30/2019",2.49,3,1,33
"verified","Manhattan","NoHo",40.72746,-73.99288,"United States","US",TRUE,"strict","Entire home/apt",2021,1138,228,6,0,NA,NA,4,1,0
"verified","Manhattan","Upper West Side",40.77848,-73.97996,"United States","US",FALSE,"flexible","Entire home/apt",2010,931,186,1,7,"12/31/2018",0.95,3,1,0
"verified","Manhattan","Chelsea",40.74337,-73.99423,"United States","US",FALSE,"flexible","Private room",2018,1000,200,3,15,"3/17/2019",2.13,3,3,1
"unconfirmed","Manhattan","Harlem",40.80348,-73.95775,"United States","US",TRUE,"moderate","Private room",2012,440,88,30,1,"1/16/2019",0.17,4,6,304
"verified","Manhattan","Financial District",40.70428,-74.00707,"United States","US",TRUE,"strict","Entire home/apt",2009,622,124,2,30,"6/23/2019",3.96,5,1,72
"unconfirmed","Manhattan","Flatiron District",40.7443,-73.99056,"United States","US",FALSE,"moderate","Entire home/apt",2015,833,167,5,4,"6/4/2019",0.54,5,2,1
"verified","Manhattan","Harlem",40.82293,-73.93958,"United States","US",TRUE,"flexible","Private room",2014,1149,230,4,8,"6/3/2019",1.26,2,2,102
"unconfirmed","Brooklyn","Sunset Park",40.64564,-74.01867,"United States","US",TRUE,"strict","Private room",2013,1081,216,1,1,"12/28/2018",0.15,3,1,365
"unconfirmed","Brooklyn","Williamsburg",40.71361,-73.95703,"United States","US",FALSE,"strict","Entire home/apt",2019,1132,226,2,5,"6/30/2019",1.61,3,1,7
"unconfirmed","Manhattan","East Village",40.72724,-73.97601,"United States","US",FALSE,"strict","Private room",2003,202,40,180,0,NA,NA,4,1,358
"unconfirmed","Manhattan","Harlem",40.80289,-73.95813,"United States","US",FALSE,"moderate","Private room",2015,852,170,30,2,"2/28/2019",0.32,4,6,335
"verified","Brooklyn","Bushwick",40.69499,-73.90994,"United States","US",FALSE,"strict","Private room",2019,1048,210,5,1,"11/27/2018",0.13,4,1,250
"verified","Manhattan","Gramercy",40.73652,-73.98618,"United States","US",FALSE,"strict","Entire home/apt",2008,588,118,1,1,"12/16/2018",0.15,4,1,365
"unconfirmed","Manhattan","Harlem",40.80521,-73.95592,"United States","US",FALSE,"strict","Private room",2016,572,114,30,1,"4/20/2019",0.37,5,6,1
"verified","Brooklyn","Bedford-Stuyvesant",40.68633,-73.92728,"United States","US",TRUE,"flexible","Entire home/apt",2016,316,63,3,15,"6/10/2019",2.13,4,1,77
"unconfirmed","Manhattan","Harlem",40.80447,-73.95589,"United States","US",FALSE,"flexible","Private room",2009,215,43,30,0,NA,NA,4,6,364
"unconfirmed","Manhattan","Nolita",40.72224,-73.99675,"United States","US",FALSE,"flexible","Entire home/apt",2016,1136,227,3,5,"2/6/2019",0.74,5,1,0
"unconfirmed","Brooklyn","Navy Yard",40.70159,-73.9801,"United States","US",FALSE,"flexible","Private room",2006,349,70,6,1,"12/20/2018",0.15,2,1,0
"verified","Brooklyn","Bushwick",40.70131,-73.93039,"United States","US",TRUE,"moderate","Private room",2005,880,176,1,0,NA,NA,2,1,0
"unconfirmed","Brooklyn","Bushwick",40.69968,-73.93588,"United States","US",FALSE,"strict","Private room",2005,63,13,1,4,"7/3/2019",0.61,2,1,1
"verified","Brooklyn","Flatbush",40.64308,-73.96508,"United States","US",FALSE,"strict","Private room",2006,1006,201,3,2,"6/19/2019",0.27,4,2,364
"verified","Manhattan","Two Bridges",40.71261,-73.99475,"United States","US",TRUE,"strict","Private room",2017,301,60,1,7,"1/2/2019",0.93,4,1,58
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.69107,-73.95597,"United States","US",TRUE,"strict","Private room",2018,1000,200,1,13,"6/23/2019",1.74,2,7,264
"verified","Brooklyn","Fort Greene",40.68412,-73.96951,"United States","US",TRUE,"flexible","Private room",2015,533,107,7,3,"1/6/2019",0.42,5,1,250
"unconfirmed","Manhattan","Greenwich Village",40.73313,-73.99692,"United States","US",TRUE,"flexible","Entire home/apt",2009,515,103,6,0,NA,NA,4,4,0
"verified","Brooklyn","Park Slope",40.67958,-73.97816,"United States","US",FALSE,"strict","Entire home/apt",2017,405,81,3,10,"4/14/2019",1.38,3,2,0
"unconfirmed","Manhattan","East Village",40.72829,-73.98452,"United States","US",TRUE,"moderate","Entire home/apt",2003,760,152,1,2,"12/29/2018",0.29,5,3,0
"verified","Brooklyn","Clinton Hill",40.68658,-73.96752,"United States","US",TRUE,"flexible","Private room",2011,321,64,1,2,"3/24/2019",0.47,3,1,139
"unconfirmed","Bronx","Concourse",40.83488,-73.91988,"United States","US",FALSE,"strict","Private room",2005,953,191,2,3,"6/16/2019",0.57,4,1,0
"unconfirmed","Brooklyn","Flatbush",40.6478,-73.96091,"United States","US",FALSE,"moderate","Entire home/apt",2012,118,24,2,3,"6/16/2019",0.4,3,1,1
"verified","Bronx","Port Morris",40.80747,-73.92766,"United States","US",TRUE,"flexible","Private room",2013,1052,210,1,7,"6/23/2019",1.12,4,1,360
"unconfirmed","Manhattan","Chinatown",40.71629,-73.98975,"United States","US",TRUE,"moderate","Private room",2013,1178,236,2,6,"6/9/2019",2.28,2,1,85
"unconfirmed","Manhattan","East Village",40.73298,-73.98768,"United States","US",FALSE,"flexible","Entire home/apt",2004,1030,206,2,6,"7/1/2019",0.82,5,1,230
"verified","Manhattan","Washington Heights",40.84216,-73.94227,"United States","US",FALSE,"moderate","Private room",2015,747,149,1,4,"6/7/2019",1.02,4,3,71
"verified","Queens","Rego Park",40.72276,-73.85683,"United States","US",TRUE,"strict","Private room",2007,192,38,1,6,"12/7/2018",0.79,3,1,0
"verified","Brooklyn","Greenpoint",40.72305,-73.94576,"United States","US",FALSE,"moderate","Entire home/apt",2020,1181,236,1,0,NA,NA,4,1,12
"verified","Manhattan","Washington Heights",40.84241,-73.94264,"United States","US",FALSE,"moderate","Private room",2005,129,26,1,3,"4/29/2019",0.39,5,3,180
"verified","Brooklyn","East Flatbush",40.66093,-73.93893,"United States","US",TRUE,"moderate","Private room",2006,347,69,1,18,"6/30/2019",2.48,2,1,175
"unconfirmed","Manhattan","Washington Heights",40.85042,-73.93649,"United States","US",FALSE,"flexible","Entire home/apt",2015,397,79,5,1,"1/5/2019",0.16,3,1,231
"verified","Manhattan","West Village",40.73181,-74.00606,"United States","US",TRUE,"strict","Entire home/apt",2013,818,164,3,21,"7/1/2019",5.25,3,5,308
"unconfirmed","Manhattan","West Village",40.73389,-74.00646,"United States","US",FALSE,"moderate","Entire home/apt",2010,805,161,3,12,"7/4/2019",1.76,3,5,313
"unconfirmed","Brooklyn","Bensonhurst",40.61072,-73.98533,"United States","US",FALSE,"strict","Entire home/apt",2003,74,15,2,53,"6/27/2019",7.07,4,1,36
"verified","Manhattan","Upper East Side",40.77066,-73.94993,"United States","US",FALSE,"flexible","Entire home/apt",2016,106,21,5,24,"6/25/2019",3.35,4,1,48
"unconfirmed","Manhattan","Harlem",40.82894,-73.94568,"United States","US",FALSE,"moderate","Private room",2005,369,74,1,1,"11/21/2018",0.13,3,1,179
"unconfirmed","Brooklyn","Williamsburg",40.71876,-73.94436,"United States","US",FALSE,"strict","Private room",2009,178,36,3,0,NA,NA,3,1,0
"unconfirmed","Brooklyn","Williamsburg",40.71134,-73.96059,"United States","US",TRUE,"flexible","Entire home/apt",2008,495,99,3,0,NA,NA,3,1,28
"verified","Brooklyn","Bushwick",40.69631,-73.92944,"United States","US",FALSE,"moderate","Private room",2020,307,61,1,2,"2/18/2019",0.34,3,1,0
"unconfirmed","Manhattan","East Village",40.72141,-73.98111,"United States","US",TRUE,"strict","Entire home/apt",2018,791,158,1,2,"2/10/2019",0.27,3,1,0
"verified","Brooklyn","East Flatbush",40.64874,-73.94467,"United States","US",FALSE,"moderate","Entire home/apt",2012,762,152,3,3,"6/30/2019",3,2,1,0
"unconfirmed","Manhattan","Financial District",40.70816,-74.0084,"United States","US",TRUE,"moderate","Entire home/apt",2019,606,121,30,13,"7/5/2019",4.29,4,1,305
"verified","Manhattan","Midtown",40.75886,-73.96374,"United States","US",TRUE,"strict","Private room",2020,64,13,60,0,NA,NA,4,2,64
"verified","Manhattan","Upper East Side",40.7843,-73.95745,"United States","US",TRUE,"moderate","Entire home/apt",2012,238,48,5,5,"6/29/2019",0.71,4,2,345
"verified","Manhattan","East Harlem",40.78572,-73.94468,"United States","US",TRUE,"strict","Private room",2014,253,51,1,13,"5/24/2019",1.78,2,1,270
"unconfirmed","Queens","Flushing",40.73941,-73.82099,"United States","US",FALSE,"strict","Private room",2015,1091,218,1,19,"6/11/2019",2.5,2,5,48
"unconfirmed","Manhattan","Upper East Side",40.76044,-73.96097,"United States","US",TRUE,"flexible","Entire home/apt",2010,436,87,2,3,"7/1/2019",2.43,4,1,29
"unconfirmed","Manhattan","Hell's Kitchen",40.75606,-73.99662,"United States","US",FALSE,"strict","Private room",2020,1176,235,1,21,"6/23/2019",2.96,5,30,133
"unconfirmed","Queens","Astoria",40.76171,-73.91725,"United States","US",TRUE,"flexible","Private room",2008,521,104,3,2,"5/12/2019",0.32,2,1,54
"verified","Manhattan","Hell's Kitchen",40.75491,-73.99644,"United States","US",FALSE,"moderate","Private room",2008,297,59,1,24,"6/21/2019",3.27,5,30,155
"verified","Manhattan","Hell's Kitchen",40.7552,-73.99672,"United States","US",TRUE,"flexible","Private room",2008,980,196,1,10,"5/5/2019",1.36,3,30,175
"verified","Manhattan","Hell's Kitchen",40.75652,-73.99826,"United States","US",FALSE,"moderate","Private room",2010,448,90,1,24,"6/9/2019",3.23,5,30,165
"unconfirmed","Queens","Woodside",40.74041,-73.89029,"United States","US",TRUE,"flexible","Private room",2004,710,142,30,3,"5/31/2019",0.5,4,103,195
"unconfirmed","Brooklyn","Bedford-Stuyvesant",40.69338,-73.94328,"United States","US",TRUE,"flexible","Private room",2003,1036,207,1,29,"7/6/2019",4.6,2,1,84
"verified","Manhattan","Lower East Side",40.71501,-73.98478,"United States","US",FALSE,"strict","Private room",2013,720,144,2,5,"6/18/2019",0.71,5,1,165
"unconfirmed","Brooklyn","Gowanus",40.66838,-73.99325,"United States","US",TRUE,"strict","Entire home/apt",2005,928,186,12,0,NA,NA,2,1,83
"unconfirmed","Queens","South Ozone Park",40.68048,-73.8125,"United States","US",TRUE,"flexible","Entire home/apt",2012,457,91,2,26,"6/18/2019",3.8,5,2,317
"verified","Manhattan","Lower East Side",40.71284,-73.98861,"United States","US",FALSE,"flexible","Private room",2022,1003,201,5,14,"6/28/2019",2.09,3,2,217
"verified","Brooklyn","Flatbush",40.64489,-73.96363,"United States","US",TRUE,"strict","Private room",2003,119,24,3,15,"6/24/2019",2.05,2,2,208
"verified","Brooklyn","Fort Greene",40.68665,-73.97183,"United States","US",TRUE,"flexible","Private room",2007,1044,209,5,2,"4/15/2019",0.37,4,1,12
"unconfirmed","Queens","Ridgewood",40.70673,-73.90071,"United States","US",TRUE,"flexible","Private room",2008,976,195,1,0,NA,NA,3,1,0
"verified","Brooklyn","Bedford-Stuyvesant",40.68504,-73.91699,"United States","US",FALSE,"strict","Entire home/apt",2012,248,50,1,16,"7/5/2019",3.97,4,1,9
"unconfirmed","Brooklyn","Gowanus",40.68234,-73.98129,"United States","US",TRUE,"moderate","Private room",2020,985,197,2,3,"1/6/2019",0.47,4,2,0
"verified","Brooklyn","Bushwick",40.68513,-73.91385,"United States","US",FALSE,"moderate","Private room",2015,193,39,30,0,NA,NA,5,26,365
"verified","Brooklyn","Greenpoint",40.73128,-73.95439,"United States","US",FALSE,"flexible","Private room",2020,590,118,7,1,"4/13/2019",0.34,3,2,0
"verified","Manhattan","Midtown",40.75172,-73.97191,"United States","US",FALSE,"flexible","Entire home/apt",2013,344,69,4,0,NA,NA,5,1,0
"verified","Manhattan","Upper West Side",40.7723,-73.99363,"United States","US",TRUE,"strict","Entire home/apt",2013,1070,214,2,12,"6/4/2019",1.93,2,1,0
"verified","Brooklyn","Dyker Heights",40.62877,-74.00918,"United States","US",TRUE,"flexible","Entire home/apt",2004,813,163,1,0,NA,NA,5,2,0
"unconfirmed","Manhattan","Lower East Side",40.71983,-73.98686,"United States","US",TRUE,"moderate","Entire home/apt",2017,364,73,5,0,NA,NA,5,1,0
"unconfirmed","Manhattan","Upper West Side",40.79396,-73.96311,"United States","US",FALSE,"moderate","Entire home/apt",2020,228,46,4,39,"7/6/2019",5.18,4,1,265
"verified","Manhattan","East Village",40.72828,-73.98823,"United States","US",TRUE,"strict","Entire home/apt",2005,634,127,2,1,"5/30/2019",0.75,2,2,365
"verified","Manhattan","East Village",40.73031,-73.98666,"United States","US",FALSE,"strict","Entire home/apt",2015,146,29,2,2,"5/6/2019",0.32,4,2,365
